time,node_id,initial_energy,remaining_energy,data_mode,data_rate_mbps,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed_m_s,yaw_deg,pitch_deg
10,5,112.874,104.695,DsssRate11Mbps,11,853.902,510.163,93.1342,-6.55135,3.73024,0.655738,7.56735,150.343,4.97111
10,6,122.206,114.026,DsssRate5_5Mbps,5.5,614.422,152.72,32.0322,-3.80999,6.70533,3.13136,8.32363,119.605,22.0986
10,7,145.576,137.399,DsssRate1Mbps,1,460.268,135.665,86.4674,-2.53538,4.9039,0.193065,5.52392,117.34,2.00294
10,8,139.507,131.324,DsssRate2Mbps,2,118.554,207.518,43.3421,3.87539,4.95301,0.649889,6.32245,51.9592,5.89989
10,9,112.902,104.722,DsssRate2Mbps,2,266.532,145.315,163.508,-2.5538,5.93537,-0.607947,6.49,113.281,-5.37503
10,10,130.095,121.914,DsssRate5_5Mbps,5.5,600.709,130.913,140.525,2.51288,6.20459,-0.594191,6.72046,67.9519,-5.07244
10.5,0,1e+06,999991,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
10.5,1,132.764,124.172,DsssRate5_5Mbps,5.5,955.028,698.274,137.315,-2.83275,-8.66422,-2.33987,9.41107,-108.105,-14.3965
10.5,2,101.688,93.0981,DsssRate2Mbps,2,904.564,697.417,156.953,-9.70606,-1.33345,0.352238,9.80356,-172.178,2.05905
10.5,3,114.45,105.863,DsssRate11Mbps,11,552.195,618.355,86.1868,6.51967,-5.47201,-1.45269,8.63477,-40.007,-9.68532
10.5,4,103.067,94.4734,DsssRate2Mbps,2,550.392,891.774,57.8787,4.66848,-8.23078,0.190826,9.4645,-60.4382,1.15529
10.5,5,112.874,104.286,DsssRate11Mbps,11,850.627,512.028,93.4621,-6.55135,3.73024,0.655738,7.56735,150.343,4.97111
10.5,6,122.206,113.617,DsssRate5_5Mbps,5.5,612.517,156.072,33.5979,-3.80999,6.70533,3.13136,8.32363,119.605,22.0986
10.5,7,145.576,136.99,DsssRate1Mbps,1,459,138.117,86.5639,-2.53538,4.9039,0.193065,5.52392,117.34,2.00294
10.5,8,139.507,130.915,DsssRate2Mbps,2,120.491,209.994,43.6671,3.87539,4.95301,0.649889,6.32245,51.9592,5.89989
10.5,9,112.902,104.313,DsssRate2Mbps,2,265.255,148.283,163.204,-2.5538,5.93537,-0.607947,6.49,113.281,-5.37503
10.5,10,130.095,121.505,DsssRate5_5Mbps,5.5,601.965,134.016,140.228,2.51288,6.20459,-0.594191,6.72046,67.9519,-5.07244
11,0,1e+06,999991,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
11,1,132.764,123.763,DsssRate5_5Mbps,5.5,953.611,693.942,136.145,-2.83275,-8.66422,-2.33987,9.41107,-108.105,-14.3965
11,2,101.688,92.6892,DsssRate2Mbps,2,899.711,696.75,157.13,-9.70606,-1.33345,0.352238,9.80356,-172.178,2.05905
11,3,114.45,105.455,DsssRate11Mbps,11,555.455,615.619,85.4604,6.51967,-5.47201,-1.45269,8.63477,-40.007,-9.68532
11,4,103.067,94.0645,DsssRate2Mbps,2,552.726,887.658,57.9741,4.66848,-8.23078,0.190826,9.4645,-60.4382,1.15529
11,5,112.874,103.878,DsssRate11Mbps,11,847.351,513.893,93.79,-6.55135,3.73024,0.655738,7.56735,150.343,4.97111
11,6,122.206,113.209,DsssRate5_5Mbps,5.5,610.612,159.425,35.1636,-3.80999,6.70533,3.13136,8.32363,119.605,22.0986
11,7,145.576,136.581,DsssRate1Mbps,1,457.732,140.569,86.6605,-2.53538,4.9039,0.193065,5.52392,117.34,2.00294
11,8,139.507,130.506,DsssRate2Mbps,2,122.429,212.471,43.992,3.87539,4.95301,0.649889,6.32245,51.9592,5.89989
